Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2286,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2287,Total,Total,450,550,645,344,"3,932",10.00%,10.00%,-31.34%,8.86%
2287,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2287,Total,1 Bedroom,196,293,355,74,597,48.10%,10.38%,-41.27%,8.82%
2287,Total,Not Specified,-,-,-,-,128,-,-,-,-
2287,Total,2 Bedrooms,450,485,500,46,717,2.65%,7.78%,-14.81%,15.00%
2287,Total,3 Bedrooms,530,580,630,145,"1,643",.00%,9.43%,28.32%,9.02%
2287,Total,4 or more Bedrooms,640,680,745,75,834,.00%,4.62%,31.58%,1.35%
2287,House,Total,503,585,650,218,"2,528",4.46%,6.36%,-32.51%,4.31%
2287,House,Bedsitter,-,-,-,-,-,-,-,-,-
2287,House,1 Bedroom,240,320,400,s,136,28.00%,39.13%,-39.29%,-10.53%
2287,House,Not Specified,-,-,-,-,60,-,-,-,-
2287,House,2 Bedrooms,464,495,503,s,330,3.13%,10.00%,5.26%,5.26%
2287,House,3 Bedrooms,530,580,610,109,"1,212",3.57%,7.41%,32.93%,9.00%
2287,House,4 or more Bedrooms,640,680,745,71,784,.00%,1.49%,29.09%,.00%
2287,Other,Total,155,175,320,s,373,-2.78%,-11.39%,-59.15%,20.83%
2287,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2287,Other,1 Bedroom,150,170,215,s,220,-5.56%,3.03%,-63.24%,31.58%
2287,Other,Not Specified,-,-,-,-,54,-,-,-,-
2287,Other,2 Bedrooms,-,-,-,-,40,-,-,-,-
2287,Other,3 Bedrooms,-,-,-,-,37,-,-,-,-
2287,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2287,Townhouse,Total,545,600,650,35,452,9.09%,21.21%,-16.67%,.00%
2287,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2287,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2287,Townhouse,2 Bedrooms,-,-,-,-,122,-,-,-,-
2287,Townhouse,3 Bedrooms,560,625,650,s,288,4.17%,25.00%,4.35%,-4.00%
2287,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2287,Flat/Unit,Total,330,408,486,62,579,16.43%,10.14%,-4.62%,29.17%
2287,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2287,Flat/Unit,1 Bedroom,293,330,370,31,234,13.79%,-5.71%,3.33%,6.90%
2287,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2287,Flat/Unit,2 Bedrooms,450,460,483,s,225,-1.08%,3.37%,.00%,58.33%
2287,Flat/Unit,3 Bedrooms,508,575,650,s,106,-7.26%,17.35%,57.14%,83.33%
2287,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2289,Total,Total,500,600,693,139,"1,717",.00%,9.09%,-21.47%,.72%
2289,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2289,Total,1 Bedroom,303,350,408,s,148,.00%,-1.41%,-6.67%,-12.50%
2289,Total,Not Specified,-,-,-,-,106,-,-,-,-
2289,Total,2 Bedrooms,439,508,584,44,527,-2.40%,2.53%,4.76%,2.33%
2289,Total,3 Bedrooms,600,650,720,60,715,-3.35%,4.42%,20.00%,-3.23%
2289,Total,4 or more Bedrooms,633,795,896,s,203,.00%,13.57%,33.33%,25.00%
2289,House,Total,500,620,725,99,"1,006",-.80%,11.71%,-23.85%,8.79%
2289,House,Bedsitter,-,-,-,-,-,-,-,-,-
2289,House,1 Bedroom,-,-,-,-,32,-,-,-,-
2289,House,Not Specified,-,-,-,-,s,-,-,-,-
2289,House,2 Bedrooms,443,500,615,s,201,-3.85%,1.01%,62.50%,18.18%
2289,House,3 Bedrooms,596,650,708,46,557,-1.52%,6.12%,17.95%,-4.17%
2289,House,4 or more Bedrooms,615,790,898,s,188,1.28%,12.86%,46.15%,26.67%
2289,Other,Total,-,-,-,-,123,-,-,-,-
2289,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2289,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2289,Other,Not Specified,-,-,-,-,69,-,-,-,-
2289,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2289,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2289,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2289,Townhouse,Total,600,665,750,s,191,-8.28%,9.92%,20.00%,-33.33%
2289,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2289,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2289,Townhouse,2 Bedrooms,-,-,-,-,70,-,-,-,-
2289,Townhouse,3 Bedrooms,-,-,-,-,107,-,-,-,-
2289,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2289,Flat/Unit,Total,405,530,550,s,397,7.07%,24.71%,-25.00%,-3.57%
2289,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2289,Flat/Unit,1 Bedroom,-,-,-,-,100,-,-,-,-
2289,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2289,Flat/Unit,2 Bedrooms,431,530,546,s,239,8.16%,17.78%,-30.43%,23.08%
2289,Flat/Unit,3 Bedrooms,-,-,-,-,39,-,-,-,-
2289,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2290,Total,Total,461,550,634,206,"2,596",.00%,5.77%,-10.43%,-10.82%
2290,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2290,Total,1 Bedroom,306,350,389,s,249,6.06%,9.38%,-14.29%,-14.29%
2290,Total,Not Specified,-,-,-,-,158,-,-,-,-
2290,Total,2 Bedrooms,450,490,520,65,736,6.52%,8.89%,32.65%,-8.45%
2290,Total,3 Bedrooms,530,600,650,89,"1,124",.00%,9.09%,48.33%,-8.25%
2290,Total,4 or more Bedrooms,630,795,950,32,310,6.00%,10.42%,10.34%,-17.95%
2290,House,Total,500,570,680,133,"1,545",-1.72%,3.64%,-17.39%,-5.67%
2290,House,Bedsitter,-,-,-,-,-,-,-,-,-
2290,House,1 Bedroom,-,-,-,-,53,-,-,-,-
2290,House,Not Specified,-,-,-,-,s,-,-,-,-
2290,House,2 Bedrooms,450,500,550,32,293,8.70%,11.11%,77.78%,14.29%
2290,House,3 Bedrooms,520,600,640,69,873,.00%,9.09%,50.00%,-6.76%
2290,House,4 or more Bedrooms,719,835,950,s,293,11.33%,15.97%,3.70%,-26.32%
2290,Other,Total,-,-,-,-,188,-,-,-,-
2290,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2290,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2290,Other,Not Specified,-,-,-,-,117,-,-,-,-
2290,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2290,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2290,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2290,Townhouse,Total,450,550,620,s,278,.00%,3.29%,-3.85%,-10.71%
2290,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2290,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2290,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2290,Townhouse,2 Bedrooms,-,-,-,-,110,-,-,-,-
2290,Townhouse,3 Bedrooms,550,615,660,s,156,2.93%,6.03%,40.00%,-6.67%
2290,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2290,Flat/Unit,Total,360,450,500,45,585,5.26%,4.65%,12.50%,-26.23%
2290,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2290,Flat/Unit,1 Bedroom,329,355,393,s,180,9.23%,10.94%,-7.69%,-40.00%
2290,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2290,Flat/Unit,2 Bedrooms,445,485,500,s,304,12.79%,7.78%,35.29%,-25.81%
2290,Flat/Unit,3 Bedrooms,-,-,-,-,76,-,-,-,-
2290,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2291,Total,Total,494,580,750,124,"1,475",-2.93%,4.50%,-13.89%,-9.49%
2291,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2291,Total,1 Bedroom,365,400,441,s,189,-6.43%,3.23%,20.00%,-45.45%
2291,Total,Not Specified,-,-,-,-,64,-,-,-,-
2291,Total,2 Bedrooms,476,530,580,62,678,-1.85%,2.91%,34.78%,21.57%
2291,Total,3 Bedrooms,700,788,895,36,403,-1.56%,14.13%,38.46%,-16.28%
2291,Total,4 or more Bedrooms,750,1000,1100,s,135,-9.09%,.50%,44.44%,-31.58%
2291,House,Total,569,750,895,60,537,15.38%,-3.23%,-34.07%,15.38%
2291,House,Bedsitter,-,-,-,-,-,-,-,-,-
2291,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2291,House,Not Specified,-,-,-,-,-,-,-,-,-
2291,House,2 Bedrooms,500,550,600,s,137,-5.98%,-4.35%,12.50%,80.00%
2291,House,3 Bedrooms,719,810,954,s,240,1.57%,16.55%,55.56%,27.27%
2291,House,4 or more Bedrooms,800,1000,1050,s,122,-9.09%,.25%,22.22%,-38.89%
2291,Other,Total,-,-,-,-,80,-,-,-,-
2291,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2291,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2291,Other,Not Specified,-,-,-,-,37,-,-,-,-
2291,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2291,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2291,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2291,Townhouse,Total,-,-,-,-,196,-,-,-,-
2291,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2291,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2291,Townhouse,2 Bedrooms,-,-,-,-,77,-,-,-,-
2291,Townhouse,3 Bedrooms,-,-,-,-,106,-,-,-,-
2291,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2291,Flat/Unit,Total,450,500,550,53,662,.00%,6.38%,35.90%,-20.90%
2291,Flat/Unit,1 Bedroom,-,-,-,-,154,-,-,-,-
2291,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2291,Flat/Unit,2 Bedrooms,468,520,553,40,440,1.96%,2.97%,60.00%,11.11%
2291,Flat/Unit,3 Bedrooms,-,-,-,-,46,-,-,-,-
2291,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2292,Total,Total,400,550,638,46,482,-5.17%,7.84%,15.00%,35.29%
2292,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2292,Total,1 Bedroom,325,350,373,s,85,.00%,12.90%,266.67%,83.33%
2292,Total,Not Specified,-,-,-,-,s,-,-,-,-
2292,Total,2 Bedrooms,455,550,590,s,177,-.90%,13.40%,216.67%,35.71%
2292,Total,3 Bedrooms,583,630,655,s,159,-3.08%,5.00%,-8.33%,-15.38%
2292,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2292,House,Total,410,570,640,s,233,-5.00%,-5.00%,-20.69%,27.78%
2292,House,Bedsitter,-,-,-,-,-,-,-,-,-
2292,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2292,House,Not Specified,-,-,-,-,-,-,-,-,-
2292,House,2 Bedrooms,-,-,-,-,62,-,-,-,-
2292,House,3 Bedrooms,-,-,-,-,127,-,-,-,-
2292,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2292,Other,Total,-,-,-,-,53,-,-,-,-
2292,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2292,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2292,Other,Not Specified,-,-,-,-,s,-,-,-,-
2292,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2292,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2292,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2292,Townhouse,Total,-,-,-,-,62,-,-,-,-
2292,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2292,Townhouse,2 Bedrooms,-,-,-,-,39,-,-,-,-
2292,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2292,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2292,Flat/Unit,Total,368,420,575,s,134,20.00%,20.00%,150.00%,66.67%
2292,Flat/Unit,1 Bedroom,-,-,-,-,53,-,-,-,-
2292,Flat/Unit,2 Bedrooms,-,-,-,-,66,-,-,-,-
2292,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2292,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2293,Total,Total,560,645,723,84,688,3.61%,7.50%,10.53%,.00%
2293,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2293,Total,1 Bedroom,490,530,550,s,128,-2.75%,10.42%,77.78%,-15.79%
2293,Total,Not Specified,-,-,-,-,s,-,-,-,-
2293,Total,2 Bedrooms,600,645,688,34,305,-.77%,7.50%,126.67%,-19.05%
2293,Total,3 Bedrooms,643,740,848,s,216,5.71%,9.23%,57.89%,50.00%
2293,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2293,House,Total,580,650,765,31,259,3.59%,4.84%,-44.64%,34.78%
2293,House,Bedsitter,-,-,-,-,-,-,-,-,-
2293,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2293,House,Not Specified,-,-,-,-,-,-,-,-,-
2293,House,2 Bedrooms,-,-,-,-,92,-,-,-,-
2293,House,3 Bedrooms,640,690,866,s,127,-1.43%,8.66%,20.00%,80.00%
2293,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2293,Other,Total,-,-,-,-,106,-,-,-,-
2293,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2293,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2293,Other,Not Specified,-,-,-,-,s,-,-,-,-
2293,Other,2 Bedrooms,-,-,-,-,61,-,-,-,-
2293,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2293,Townhouse,Total,605,685,829,s,90,82.67%,5.38%,1700.00%,63.64%
2293,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2293,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2293,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2293,Townhouse,3 Bedrooms,685,795,845,s,60,112.00%,7.80%,1000.00%,83.33%
2293,Flat/Unit,Total,525,600,660,31,233,-4.00%,9.09%,82.35%,-16.22%
2293,Flat/Unit,1 Bedroom,475,520,535,s,80,.48%,8.33%,83.33%,-15.38%
2293,Flat/Unit,2 Bedrooms,605,650,675,s,130,-1.52%,8.33%,216.67%,-17.39%
2293,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2293,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2294,Total,Total,470,580,650,s,322,.87%,5.45%,-40.48%,47.06%
2294,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2294,Total,1 Bedroom,-,-,-,-,38,-,-,-,-
2294,Total,Not Specified,-,-,-,-,s,-,-,-,-
2294,Total,2 Bedrooms,-,-,-,-,125,-,-,-,-
2294,Total,3 Bedrooms,590,650,735,s,130,.00%,10.17%,.00%,116.67%
2294,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2294,House,Total,523,580,648,s,195,.87%,.00%,-50.00%,46.15%
2294,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2294,House,Not Specified,-,-,-,-,-,-,-,-,-
2294,House,2 Bedrooms,-,-,-,-,76,-,-,-,-
2294,House,3 Bedrooms,585,645,718,s,88,3.20%,7.50%,-8.33%,120.00%
2294,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2294,Other,Total,-,-,-,-,s,-,-,-,-
2294,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2294,Other,Not Specified,-,-,-,-,-,-,-,-,-
2294,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2294,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2294,Townhouse,Total,-,-,-,-,65,-,-,-,-
2294,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2294,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2294,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2294,Townhouse,3 Bedrooms,-,-,-,-,37,-,-,-,-
2294,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2294,Flat/Unit,Total,-,-,-,-,39,-,-,-,-
2294,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2294,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2294,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2294,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2294,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2295,Total,Total,500,640,680,61,685,-1.54%,12.28%,-1.61%,7.02%
2295,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2295,Total,1 Bedroom,-,-,-,-,67,-,-,-,-
2295,Total,Not Specified,-,-,-,-,42,-,-,-,-
2295,Total,2 Bedrooms,428,445,505,s,116,-1.11%,-5.32%,140.00%,100.00%
2295,Total,3 Bedrooms,553,613,665,s,178,5.60%,21.29%,55.56%,-17.65%
2295,Total,4 or more Bedrooms,640,670,698,31,280,-1.47%,5.51%,82.35%,19.23%
2295,House,Total,543,650,691,48,490,.00%,8.33%,-11.11%,9.09%
2295,House,Bedsitter,-,-,-,-,-,-,-,-,-
2295,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2295,House,Not Specified,-,-,-,-,-,-,-,-,-
2295,House,2 Bedrooms,-,-,-,-,50,-,-,-,-
2295,House,3 Bedrooms,550,595,650,s,151,-6.67%,19.00%,116.67%,-13.33%
2295,House,4 or more Bedrooms,650,680,700,s,265,.00%,5.43%,86.67%,16.67%
2295,Other,Total,-,-,-,-,45,-,-,-,-
2295,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2295,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2295,Other,Not Specified,-,-,-,-,s,-,-,-,-
2295,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2295,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2295,Townhouse,Total,-,-,-,-,45,-,-,-,-
2295,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2295,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2295,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2295,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2295,Flat/Unit,Total,-,-,-,-,105,-,-,-,-
2295,Flat/Unit,1 Bedroom,-,-,-,-,47,-,-,-,-
2295,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2295,Flat/Unit,2 Bedrooms,-,-,-,-,43,-,-,-,-
2295,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2295,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2296,Total,Total,550,600,650,42,433,-3.23%,13.74%,-14.29%,10.53%
2296,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2296,Total,1 Bedroom,-,-,-,-,84,-,-,-,-
2296,Total,Not Specified,-,-,-,-,s,-,-,-,-
2296,Total,2 Bedrooms,590,600,600,s,155,2.56%,9.09%,13.33%,41.67%
2296,Total,3 Bedrooms,565,650,814,s,163,-13.33%,8.33%,.00%,23.08%
2296,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2296,House,Total,550,600,678,s,223,.84%,.00%,-23.33%,43.75%
2296,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2296,House,Not Specified,-,-,-,-,-,-,-,-,-
2296,House,2 Bedrooms,-,-,-,-,66,-,-,-,-
2296,House,3 Bedrooms,555,630,681,s,128,.80%,5.00%,75.00%,16.67%
2296,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2296,Other,Total,-,-,-,-,s,-,-,-,-
2296,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2296,Other,Not Specified,-,-,-,-,-,-,-,-,-
2296,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2296,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2296,Townhouse,Total,-,-,-,-,32,-,-,-,-
2296,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2296,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2296,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2296,Flat/Unit,Total,580,600,600,s,155,.00%,42.86%,7.14%,-25.00%
2296,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2296,Flat/Unit,1 Bedroom,-,-,-,-,68,-,-,-,-
2296,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2296,Flat/Unit,2 Bedrooms,-,-,-,-,67,-,-,-,-
2296,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2296,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2297,Total,Total,210,400,660,s,266,41.59%,-12.09%,-43.18%,38.89%
2297,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2297,Total,1 Bedroom,200,205,253,s,82,-12.77%,-4.65%,-50.00%,50.00%
2297,Total,Not Specified,-,-,-,-,-,-,-,-,-
2297,Total,2 Bedrooms,-,-,-,-,56,-,-,-,-
2297,Total,3 Bedrooms,-,-,-,-,104,-,-,-,-
2297,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2297,House,Total,220,590,690,s,189,107.02%,13.46%,-55.81%,46.15%
2297,House,Bedsitter,-,-,-,-,-,-,-,-,-
2297,House,1 Bedroom,-,-,-,-,40,-,-,-,-
2297,House,Not Specified,-,-,-,-,-,-,-,-,-
2297,House,2 Bedrooms,-,-,-,-,37,-,-,-,-
2297,House,3 Bedrooms,-,-,-,-,96,-,-,-,-
2297,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2297,Other,Total,-,-,-,-,s,-,-,-,-
2297,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2297,Other,Not Specified,-,-,-,-,-,-,-,-,-
2297,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2297,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2297,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2297,Townhouse,Total,-,-,-,-,s,-,-,-,-
2297,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2297,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2297,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2297,Flat/Unit,Total,-,-,-,-,42,-,-,-,-
2297,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2297,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2297,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2297,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2298,Total,Total,290,490,598,135,"1,664",42.03%,6.52%,-38.07%,-1.46%
2298,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2298,Total,1 Bedroom,221,260,315,50,432,15.56%,1.96%,-53.27%,31.58%
2298,Total,Not Specified,-,-,-,-,76,-,-,-,-
2298,Total,2 Bedrooms,460,480,530,s,420,-7.69%,4.35%,4.17%,-32.43%
2298,Total,3 Bedrooms,550,600,650,46,546,-7.69%,9.09%,31.43%,17.95%
2298,Total,4 or more Bedrooms,613,730,808,s,185,12.31%,-7.01%,-7.69%,-45.45%
2298,House,Total,499,560,650,72,869,13.13%,5.66%,-43.31%,4.35%
2298,House,1 Bedroom,220,260,290,s,86,4.00%,-7.14%,-59.37%,116.67%
2298,House,Not Specified,-,-,-,-,s,-,-,-,-
2298,House,2 Bedrooms,-,-,-,-,159,-,-,-,-
2298,House,3 Bedrooms,550,600,650,39,446,-5.51%,9.09%,30.00%,11.43%
2298,House,4 or more Bedrooms,-,-,-,-,166,-,-,-,-
2298,Other,Total,185,260,278,s,255,33.33%,36.84%,-45.24%,35.29%
2298,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2298,Other,1 Bedroom,178,245,275,s,156,25.64%,30.67%,-51.22%,42.86%
2298,Other,Not Specified,-,-,-,-,55,-,-,-,-
2298,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2298,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2298,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2298,Townhouse,Total,-,-,-,-,137,-,-,-,-
2298,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2298,Townhouse,2 Bedrooms,-,-,-,-,54,-,-,-,-
2298,Townhouse,3 Bedrooms,-,-,-,-,65,-,-,-,-
2298,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2298,Flat/Unit,Total,323,400,460,s,403,33.33%,5.26%,-26.83%,3.45%
2298,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2298,Flat/Unit,1 Bedroom,259,325,355,s,183,21.50%,-9.72%,-52.94%,23.08%
2298,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2298,Flat/Unit,2 Bedrooms,415,460,475,s,187,-4.17%,9.52%,120.00%,-26.67%
2298,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2299,Total,Total,263,443,560,162,"2,024",62.39%,20.41%,-47.74%,-10.00%
2299,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2299,Total,1 Bedroom,200,255,330,64,650,21.43%,21.43%,-63.64%,-21.95%
2299,Total,Not Specified,-,-,-,-,66,-,-,-,-
2299,Total,2 Bedrooms,421,468,524,s,483,1.63%,11.31%,20.00%,30.43%
2299,Total,3 Bedrooms,523,560,600,46,604,-2.61%,3.70%,21.05%,-6.12%
2299,Total,4 or more Bedrooms,256,620,694,s,209,-2.36%,12.73%,57.14%,-12.00%
2299,House,Total,420,525,600,93,937,8.81%,5.00%,-26.19%,.00%
2299,House,Bedsitter,-,-,-,-,-,-,-,-,-
2299,House,1 Bedroom,213,260,325,s,102,-5.45%,-5.45%,-36.00%,-33.33%
2299,House,Not Specified,-,-,-,-,s,-,-,-,-
2299,House,2 Bedrooms,450,490,530,s,193,-2.00%,-1.01%,228.57%,187.50%
2299,House,3 Bedrooms,550,570,600,34,434,-1.72%,3.64%,25.93%,-8.11%
2299,House,4 or more Bedrooms,174,618,696,s,183,43.60%,40.34%,66.67%,-13.04%
2299,Other,Total,180,215,291,32,410,7.50%,10.26%,-74.40%,-15.79%
2299,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2299,Other,1 Bedroom,180,210,270,s,334,5.00%,7.69%,-76.42%,-23.68%
2299,Other,Not Specified,-,-,-,-,34,-,-,-,-
2299,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2299,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2299,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2299,Townhouse,Total,-,-,-,-,193,-,-,-,-
2299,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2299,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2299,Townhouse,2 Bedrooms,-,-,-,-,70,-,-,-,-
2299,Townhouse,3 Bedrooms,-,-,-,-,97,-,-,-,-
