Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2165,House,3 Bedrooms,500,560,600,45,"1,114",1.82%,12.00%,-23.73%,-31.82%
2165,House,4 or more Bedrooms,643,750,800,s,527,7.14%,7.14%,85.71%,-10.34%
2165,Other,Total,350,400,530,41,808,-4.76%,.00%,-4.65%,.00%
2165,Other,Not Specified,380,475,555,s,174,18.75%,18.75%,.00%,266.67%
2165,Other,2 Bedrooms,355,450,465,s,270,8.43%,12.50%,-6.25%,-6.25%
2165,Townhouse,Total,555,710,770,s,627,31.48%,31.48%,100.00%,-27.78%
2165,Townhouse,3 Bedrooms,550,610,750,s,389,10.91%,12.96%,128.57%,-30.43%
2165,Flat/Unit,Total,340,380,445,87,"2,018",.00%,15.15%,-5.43%,-34.09%
2165,Flat/Unit,1 Bedroom,300,320,330,s,275,8.47%,23.08%,62.50%,-60.61%
2165,Flat/Unit,2 Bedrooms,350,400,445,59,"1,475",5.26%,14.29%,-15.71%,-31.40%
2165,Flat/Unit,3 Bedrooms,424,500,585,s,192,-7.41%,-3.85%,100.00%,50.00%
2166,Total,Total,350,410,550,319,"5,213",7.89%,17.14%,.95%,-14.93%
2166,Total,1 Bedroom,248,293,303,36,396,4.46%,12.50%,20.00%,12.50%
2166,Total,Not Specified,353,560,715,s,289,13.13%,36.59%,-23.53%,333.33%
2166,Total,2 Bedrooms,340,370,410,144,"2,278",8.82%,15.63%,3.60%,-23.40%
2166,Total,3 Bedrooms,450,500,580,71,"1,582",2.04%,11.11%,-10.13%,-36.61%
2166,Total,4 or more Bedrooms,554,680,873,42,663,5.43%,8.80%,23.53%,16.67%
2166,House,Total,420,520,600,93,"1,645",4.00%,9.47%,-15.45%,-5.10%
2166,House,2 Bedrooms,358,415,448,s,211,.00%,6.41%,80.00%,157.14%
2166,House,3 Bedrooms,450,500,560,37,859,.00%,7.53%,-32.73%,-40.32%
2166,House,4 or more Bedrooms,563,655,873,s,486,9.17%,2.34%,25.00%,15.38%
2166,Other,Total,330,400,558,111,"1,251",11.11%,14.29%,29.07%,5.71%
2166,Other,1 Bedroom,235,270,300,s,172,8.00%,11.34%,6.25%,21.43%
2166,Other,Not Specified,373,575,743,s,150,19.79%,91.67%,69.23%,633.33%
2166,Other,2 Bedrooms,343,380,428,46,506,8.57%,8.57%,17.95%,-22.03%
2166,Other,3 Bedrooms,470,550,600,s,305,12.24%,19.57%,63.64%,-10.00%
2166,Townhouse,Total,430,500,580,s,533,6.95%,19.05%,38.89%,-7.41%
2166,Townhouse,3 Bedrooms,480,510,585,s,281,8.51%,21.43%,50.00%,-33.33%
2166,Flat/Unit,Total,330,350,388,90,"1,784",6.06%,16.67%,-11.76%,-37.93%
2166,Flat/Unit,1 Bedroom,298,305,320,s,191,8.93%,8.93%,.00%,-29.41%
2166,Flat/Unit,2 Bedrooms,330,350,385,71,"1,388",6.06%,16.67%,-15.48%,-38.26%
2167,Total,Total,480,600,650,91,"1,001",20.00%,25.65%,13.75%,46.77%
2167,Total,2 Bedrooms,420,430,495,s,212,4.88%,4.88%,26.67%,11.76%
2167,Total,3 Bedrooms,536,605,643,48,473,10.00%,23.47%,92.00%,77.78%
2167,Total,4 or more Bedrooms,650,700,755,s,253,12.00%,16.67%,187.50%,53.33%
2167,House,Total,570,645,685,60,649,25.24%,29.00%,-1.64%,53.85%
2167,House,3 Bedrooms,546,620,650,34,332,13.76%,25.89%,142.86%,54.55%
2167,House,4 or more Bedrooms,650,700,755,s,231,12.00%,16.67%,187.50%,91.67%
2167,Townhouse,Total,450,540,605,s,193,-1.82%,13.68%,137.50%,58.33%
2167,Townhouse,3 Bedrooms,538,595,640,s,89,3.48%,10.19%,100.00%,300.00%
2168,Total,Total,445,500,600,163,"2,480",2.04%,8.70%,-7.91%,-16.41%
2168,Total,2 Bedrooms,383,420,450,34,335,9.09%,13.51%,41.67%,-2.86%
2168,Total,3 Bedrooms,455,500,570,91,"1,317",.00%,11.11%,62.50%,-11.65%
2168,Total,4 or more Bedrooms,593,670,750,32,623,7.20%,15.52%,33.33%,-30.43%
2168,House,Total,450,520,600,130,"1,832",4.00%,8.33%,-9.72%,-10.34%
2168,House,2 Bedrooms,380,390,450,s,129,-7.14%,5.41%,62.50%,.00%
2168,House,3 Bedrooms,460,500,580,85,"1,081",.00%,11.11%,73.47%,-1.16%
2168,House,4 or more Bedrooms,583,670,750,s,545,11.67%,11.67%,30.43%,-26.83%
2168,Other,Total,383,400,450,s,363,.00%,-8.05%,4.76%,-15.38%
2168,Other,2 Bedrooms,390,398,450,s,107,.63%,4.61%,40.00%,75.00%
2170,Total,Total,400,500,591,"1,084","14,135",4.17%,13.64%,-10.41%,-2.25%
2170,Total,1 Bedroom,330,410,460,149,"1,325",2.50%,17.14%,6.43%,16.41%
2170,Total,Not Specified,400,480,580,59,"1,459",.00%,20.00%,-84.43%,-38.54%
2170,Total,2 Bedrooms,370,450,530,522,"6,143",-2.17%,13.92%,18.10%,.77%
2170,Total,3 Bedrooms,510,590,650,236,"3,406",7.27%,13.46%,39.64%,.43%
2170,Total,4 or more Bedrooms,650,750,820,117,"1,767",.00%,13.64%,50.00%,-10.00%
2170,House,Total,496,600,720,342,"4,415",20.00%,9.09%,-32.41%,4.59%
2170,House,2 Bedrooms,380,430,500,63,595,7.50%,10.26%,-10.00%,10.53%
2170,House,3 Bedrooms,505,600,650,151,"1,993",9.09%,13.21%,58.95%,11.03%
2170,House,4 or more Bedrooms,650,750,820,115,"1,569",.00%,13.64%,53.33%,-2.54%
2170,Other,Total,350,450,550,95,"1,706",12.50%,18.42%,-25.78%,-19.49%
2170,Other,Not Specified,405,500,580,51,847,21.95%,30.72%,-33.77%,-25.00%
2170,Other,2 Bedrooms,355,405,450,s,405,1.25%,6.58%,-12.00%,-21.43%
2170,Other,3 Bedrooms,280,480,550,s,211,-2.04%,6.67%,62.50%,44.44%
2170,Townhouse,Total,525,580,620,55,"1,105",18.37%,16.00%,57.14%,-31.25%
2170,Townhouse,2 Bedrooms,465,510,573,s,346,15.91%,13.33%,14.29%,-38.46%
2170,Townhouse,3 Bedrooms,550,600,625,37,596,7.14%,13.21%,105.56%,-9.76%
2170,Flat/Unit,Total,360,450,530,592,"6,909",-4.26%,15.38%,9.43%,1.37%
2170,Flat/Unit,1 Bedroom,340,420,468,130,"1,046",2.44%,13.51%,19.27%,18.18%
2170,Flat/Unit,2 Bedrooms,360,460,540,421,"4,797",-4.17%,16.46%,26.43%,3.44%
2170,Flat/Unit,3 Bedrooms,500,590,630,35,606,3.51%,15.69%,-27.08%,-28.57%
2171,Total,Total,620,680,750,130,"1,851",4.62%,7.94%,-1.52%,7.44%
2171,Total,3 Bedrooms,586,625,650,36,576,3.31%,7.76%,71.43%,5.88%
2171,Total,4 or more Bedrooms,680,720,790,81,"1,013",-4.00%,2.86%,72.34%,20.90%
2171,House,Total,630,700,750,117,"1,544",7.69%,7.69%,.86%,17.00%
2171,House,3 Bedrooms,598,625,650,32,473,1.21%,7.76%,60.00%,3.23%
2171,House,4 or more Bedrooms,680,720,790,81,955,-4.00%,2.86%,88.37%,28.57%
2173,Total,Total,580,630,710,53,971,5.00%,10.53%,-41.76%,-17.19%
2173,Total,3 Bedrooms,543,600,630,s,599,.00%,9.09%,-10.34%,-21.21%
2173,Total,4 or more Bedrooms,676,750,829,s,298,10.29%,15.38%,37.50%,-15.38%
2173,House,Total,580,650,725,47,824,8.33%,14.04%,-44.71%,-17.54%
2173,House,3 Bedrooms,535,595,630,s,507,-.83%,8.18%,.00%,-14.29%
2173,House,4 or more Bedrooms,675,750,825,s,276,10.29%,15.38%,31.25%,-19.23%
2174,Total,Total,500,625,750,137,"1,202",-4.94%,11.61%,-11.04%,-2.14%
2174,Total,1 Bedroom,435,500,520,s,163,11.11%,11.11%,25.00%,-35.48%
2174,Total,2 Bedrooms,450,480,585,43,298,-2.04%,9.09%,104.76%,.00%
2174,Total,3 Bedrooms,650,688,720,s,116,5.77%,14.58%,57.14%,120.00%
2174,Total,4 or more Bedrooms,740,750,850,49,580,3.45%,7.14%,-3.92%,-3.92%
2174,House,Total,600,740,790,71,738,5.71%,8.82%,-41.32%,9.23%
2174,House,2 Bedrooms,450,450,550,s,64,.00%,13.92%,160.00%,18.18%
2174,House,4 or more Bedrooms,740,750,850,47,556,3.45%,7.14%,-7.84%,6.82%
2174,Other,Total,450,455,480,s,100,35.82%,1.11%,180.00%,-17.65%
2174,Townhouse,Total,470,650,720,s,84,38.30%,39.78%,171.43%,18.75%
2174,Flat/Unit,Total,510,570,600,33,280,14.00%,23.91%,57.14%,-21.43%
2174,Flat/Unit,1 Bedroom,490,505,520,s,103,10.99%,12.22%,37.50%,-47.62%
2174,Flat/Unit,2 Bedrooms,570,580,593,s,156,6.42%,9.43%,60.00%,-15.79%
2176,Total,Total,508,600,680,152,"2,688",3.45%,9.09%,-11.11%,2.70%
2176,Total,2 Bedrooms,420,450,500,32,504,2.27%,4.65%,-11.11%,-17.95%
2176,Total,3 Bedrooms,550,600,638,66,"1,350",3.45%,9.09%,24.53%,-4.35%
2176,Total,4 or more Bedrooms,680,750,800,43,652,4.17%,10.29%,22.86%,34.38%
2176,House,Total,565,630,745,103,"1,819",5.00%,8.62%,-18.90%,8.42%
2176,House,3 Bedrooms,550,600,630,55,"1,032",.84%,9.09%,25.00%,14.58%
2176,House,4 or more Bedrooms,691,750,808,40,597,4.90%,10.29%,33.33%,37.93%
2176,Other,Total,418,500,645,s,473,.00%,11.11%,-25.81%,-39.47%
2176,Other,2 Bedrooms,408,420,480,s,195,-2.33%,-2.33%,-31.25%,-35.29%
2176,Flat/Unit,Total,433,450,508,s,237,.00%,.00%,100.00%,214.29%
2176,Flat/Unit,2 Bedrooms,430,450,500,s,167,2.27%,.00%,62.50%,160.00%
2177,Total,Total,460,550,620,53,853,8.37%,22.22%,32.50%,-22.06%
2177,Total,2 Bedrooms,435,460,478,s,197,6.98%,7.60%,100.00%,-35.71%
2177,Total,3 Bedrooms,550,580,600,s,352,16.00%,13.73%,233.33%,11.11%
2177,Total,4 or more Bedrooms,683,720,765,s,229,11.63%,10.77%,-8.33%,-8.33%
2177,House,Total,543,600,696,s,510,.00%,.00%,25.00%,42.86%
2177,House,3 Bedrooms,548,575,603,s,262,2.68%,4.55%,433.33%,60.00%
2177,Flat/Unit,Total,448,465,513,s,172,5.68%,10.06%,20.00%,-53.85%
2179,Total,Total,640,700,750,247,"1,666",6.06%,7.69%,.00%,78.99%
2179,Total,1 Bedroom,365,390,413,s,76,11.43%,13.04%,10.00%,-8.33%
2179,Total,2 Bedrooms,420,460,580,s,119,9.52%,17.95%,30.77%,142.86%
2179,Total,3 Bedrooms,603,630,678,34,238,.00%,11.50%,25.93%,54.55%
2179,Total,4 or more Bedrooms,680,710,766,184,"1,163",3.65%,7.58%,28.67%,93.68%
2179,House,Total,650,700,750,222,"1,454",4.48%,7.69%,.45%,86.55%
2179,House,3 Bedrooms,600,630,680,33,218,.00%,11.50%,32.00%,50.00%
2179,House,4 or more Bedrooms,680,710,770,179,"1,117",2.90%,5.97%,32.59%,96.70%
2190,Total,Total,550,700,950,101,"1,489",16.67%,29.63%,-22.31%,9.78%
2190,Total,2 Bedrooms,495,550,585,s,265,3.77%,22.22%,-30.43%,-5.88%
2190,Total,3 Bedrooms,600,660,700,33,615,5.60%,20.00%,-13.16%,-21.43%
2190,Total,4 or more Bedrooms,900,1000,1100,38,365,14.29%,19.76%,26.67%,90.00%
2190,House,Total,650,700,1000,57,684,7.69%,3.70%,-22.97%,62.86%
2190,House,3 Bedrooms,650,680,700,s,349,4.62%,10.57%,4.17%,25.00%
2190,House,4 or more Bedrooms,975,1050,1150,s,217,22.81%,28.05%,-4.17%,76.92%
2190,Other,Total,875,900,1000,s,260,63.64%,83.67%,-13.33%,-40.91%
2190,Flat/Unit,Total,430,490,545,s,278,8.89%,19.51%,-4.35%,-4.35%
2191,Total,Total,620,690,780,s,452,-8.00%,21.05%,-13.33%,-16.13%
2191,Total,2 Bedrooms,625,680,750,s,154,4.62%,39.49%,37.50%,37.50%
2191,House,Total,605,665,750,s,224,-11.33%,-4.32%,-12.50%,-6.67%
2192,Total,Total,450,520,650,113,"2,095",13.04%,30.00%,-19.86%,-41.45%
2192,Total,1 Bedroom,350,450,510,s,209,28.57%,10.43%,-11.76%,7.14%
2192,Total,2 Bedrooms,450,490,605,76,"1,300",8.89%,34.25%,1.33%,-48.65%
2192,Total,3 Bedrooms,695,750,780,s,324,7.14%,27.12%,-13.33%,-23.53%
2192,House,Total,715,780,1040,s,387,23.81%,24.80%,-64.29%,-34.78%
2192,Flat/Unit,Total,450,500,600,85,"1,360",11.11%,36.99%,-2.30%,-41.78%
2192,Flat/Unit,1 Bedroom,350,500,533,s,175,42.86%,22.70%,-20.00%,.00%
2192,Flat/Unit,2 Bedrooms,445,480,590,67,"1,069",6.67%,33.33%,1.52%,-48.85%
2193,Total,Total,539,650,720,154,"2,415",9.24%,23.81%,-19.37%,-28.04%
2193,Total,1 Bedroom,500,535,560,49,511,7.00%,18.89%,16.67%,4.26%
2193,Total,2 Bedrooms,600,680,710,77,"1,307",13.33%,25.93%,16.67%,-41.22%
2193,Total,3 Bedrooms,800,850,955,s,337,.00%,18.06%,-46.43%,-28.57%
2193,House,Total,663,875,958,s,425,29.63%,9.38%,-69.44%,-29.03%
2193,Flat/Unit,Total,530,600,700,122,"1,679",9.09%,20.00%,5.17%,-26.95%
2193,Flat/Unit,1 Bedroom,520,550,560,45,470,10.00%,22.22%,12.50%,.00%
2193,Flat/Unit,2 Bedrooms,600,680,710,69,"1,068",13.33%,27.10%,25.45%,-39.47%
2194,Total,Total,480,550,650,291,"4,604",12.24%,34.15%,-20.27%,-31.37%
2194,Total,1 Bedroom,475,550,550,39,487,22.22%,36.65%,21.88%,-11.36%
2194,Total,2 Bedrooms,480,540,650,213,"3,078",12.50%,38.46%,15.76%,-31.29%
2194,Total,3 Bedrooms,655,750,841,s,496,17.19%,27.12%,-31.58%,-25.71%
2194,House,Total,550,665,795,s,477,27.88%,1.14%,-80.00%,-47.62%
2194,House,3 Bedrooms,665,750,825,s,189,5.63%,25.00%,-15.38%,.00%
2194,Other,Total,450,510,650,s,500,9.68%,8.51%,33.33%,23.08%
2194,Other,2 Bedrooms,473,510,650,s,215,10.87%,5.15%,71.43%,100.00%
2194,Flat/Unit,Total,473,540,620,243,"3,426",12.50%,38.46%,5.19%,-30.37%
2194,Flat/Unit,1 Bedroom,488,550,550,36,430,22.22%,34.97%,24.14%,-10.00%
2194,Flat/Unit,2 Bedrooms,480,530,650,186,"2,658",10.42%,38.56%,14.81%,-34.04%
2194,Flat/Unit,3 Bedrooms,635,765,850,s,196,27.50%,35.40%,-36.84%,-33.33%
2195,Total,Total,400,450,510,281,"5,030",12.50%,36.36%,-11.36%,-38.91%
2195,Total,1 Bedroom,320,350,400,53,355,11.11%,20.69%,26.19%,39.47%
2195,Total,2 Bedrooms,420,450,495,191,"3,719",12.50%,34.33%,2.69%,-45.11%
2195,Total,3 Bedrooms,623,675,744,s,482,20.00%,18.42%,62.50%,-29.73%
2195,House,Total,485,650,738,39,567,54.76%,14.54%,-54.65%,-7.14%
2195,House,2 Bedrooms,440,450,485,s,145,15.38%,24.14%,-15.38%,-8.33%
2195,House,3 Bedrooms,650,680,765,s,250,23.64%,13.33%,137.50%,.00%
2195,Other,Total,365,410,450,s,495,2.50%,17.14%,-42.86%,-42.86%
2195,Flat/Unit,Total,400,450,480,221,"3,845",12.50%,36.36%,7.80%,-42.75%
2195,Flat/Unit,1 Bedroom,320,350,393,43,266,10.24%,20.69%,53.57%,26.47%
2195,Flat/Unit,2 Bedrooms,420,450,493,172,"3,266",12.50%,36.36%,5.52%,-46.91%
2196,Total,Total,440,500,660,197,"2,983",.50%,25.00%,-11.26%,-26.77%
2196,Total,1 Bedroom,300,390,450,s,200,4.70%,34.48%,70.00%,-26.09%
2196,Total,2 Bedrooms,420,460,525,111,"1,479",8.88%,27.78%,6.73%,-29.75%
2196,Total,3 Bedrooms,558,700,763,48,722,7.69%,16.67%,-5.88%,-5.88%
2196,Total,4 or more Bedrooms,788,913,1025,s,392,14.06%,25.00%,-16.67%,-31.03%
2196,House,Total,550,710,843,58,940,10.08%,18.33%,-38.30%,-19.44%
2196,House,2 Bedrooms,500,540,600,s,166,.93%,14.89%,-18.75%,-18.75%
2196,House,3 Bedrooms,565,750,800,s,449,15.38%,20.97%,-22.86%,-12.90%
2196,House,4 or more Bedrooms,810,945,1100,s,268,5.00%,35.00%,-11.76%,-34.78%
2196,Other,Total,415,490,615,s,363,-4.85%,60.66%,5.56%,-26.92%
2196,Townhouse,Total,525,660,700,s,260,1.54%,5.18%,40.00%,-12.50%
2196,Flat/Unit,Total,410,458,511,106,"1,420",11.59%,28.87%,6.00%,-31.61%
2196,Flat/Unit,1 Bedroom,343,410,451,s,143,-3.53%,6.49%,50.00%,-7.69%
2196,Flat/Unit,2 Bedrooms,410,460,500,85,"1,129",15.00%,31.43%,8.97%,-33.59%
2197,Total,Total,478,650,825,43,572,.00%,25.00%,16.22%,22.86%
2197,Total,3 Bedrooms,580,650,698,s,211,-3.70%,27.45%,-12.50%,.00%
2197,Total,4 or more Bedrooms,813,938,1050,s,208,10.29%,32.04%,100.00%,27.27%
2197,House,Total,580,700,950,s,292,.00%,18.64%,.00%,-8.70%
2198,Total,Total,550,700,950,45,505,2.94%,11.11%,21.62%,28.57%
2198,Total,3 Bedrooms,560,665,700,s,217,-3.62%,2.31%,50.00%,50.00%
2198,Total,4 or more Bedrooms,950,950,1000,s,175,18.75%,19.87%,70.00%,41.67%
2198,House,Total,620,700,950,35,336,.00%,.00%,20.69%,66.67%
2198,House,3 Bedrooms,550,653,700,s,166,-6.79%,.38%,45.45%,100.00%
2198,House,4 or more Bedrooms,950,950,1000,s,126,26.67%,15.15%,87.50%,36.36%
2199,Total,Total,485,570,715,103,"1,493",14.00%,23.91%,1.98%,-13.45%
2199,Total,1 Bedroom,250,296,330,s,160,18.40%,13.85%,66.67%,-6.25%
2199,Total,2 Bedrooms,465,500,520,31,482,6.38%,13.64%,-24.39%,-32.61%
2199,Total,3 Bedrooms,578,630,680,32,492,5.00%,14.55%,39.13%,3.23%
2199,Total,4 or more Bedrooms,805,850,1000,s,273,3.66%,13.33%,76.92%,.00%
2199,House,Total,555,670,850,55,673,15.52%,17.54%,19.57%,12.24%
2199,House,3 Bedrooms,570,630,670,s,359,5.00%,10.53%,38.89%,8.70%
2199,House,4 or more Bedrooms,818,925,1000,s,176,15.63%,28.47%,122.22%,17.65%
2199,Other,Total,250,300,521,s,238,-40.00%,-22.08%,-36.84%,-33.33%
2199,Flat/Unit,Total,430,490,570,s,398,11.36%,13.95%,.00%,-35.56%
2199,Flat/Unit,2 Bedrooms,453,498,558,s,272,10.56%,13.07%,-21.74%,-45.45%
2200,Total,Total,460,550,650,374,"5,796",10.00%,27.91%,-6.97%,-28.35%
2200,Total,1 Bedroom,300,350,475,35,402,-12.50%,12.90%,-5.41%,-42.62%
2200,Total,2 Bedrooms,450,500,580,220,"3,196",6.38%,19.05%,6.80%,-27.15%
2200,Total,3 Bedrooms,550,655,723,64,"1,243",12.93%,16.96%,8.47%,-33.33%
2200,Total,4 or more Bedrooms,800,900,1150,51,607,1.12%,20.00%,-3.77%,18.60%
2200,House,Total,520,700,850,106,"1,128",27.27%,16.67%,-12.40%,16.48%
2200,House,2 Bedrooms,450,500,550,s,194,6.38%,8.70%,81.25%,123.08%
2200,House,3 Bedrooms,550,680,750,33,500,17.24%,13.33%,3.13%,-15.38%
2200,House,4 or more Bedrooms,800,900,1188,42,363,1.12%,12.50%,20.00%,27.27%
2200,Other,Total,415,480,640,s,613,6.67%,37.14%,-32.35%,-55.77%
2200,Other,2 Bedrooms,423,450,498,s,181,4.65%,18.42%,-33.33%,-40.00%
2200,Townhouse,Total,580,670,708,34,538,-13.55%,8.06%,54.55%,21.43%
2200,Townhouse,2 Bedrooms,530,610,680,s,70,25.77%,23.23%,175.00%,266.67%
2200,Townhouse,3 Bedrooms,550,680,710,s,269,-6.85%,11.48%,466.67%,6.25%
2200,Flat/Unit,Total,450,500,580,211,"3,517",6.38%,21.95%,-6.22%,-39.89%
2200,Flat/Unit,1 Bedroom,295,350,450,s,295,-12.50%,9.38%,.00%,-30.95%
2200,Flat/Unit,2 Bedrooms,450,505,580,168,"2,751",7.45%,20.24%,.00%,-36.84%
2200,Flat/Unit,3 Bedrooms,540,595,640,s,354,2.59%,14.42%,-42.11%,-64.52%
2203,Total,Total,490,600,750,215,"3,000",1.69%,25.00%,-16.02%,-18.87%
2203,Total,1 Bedroom,400,473,550,68,796,-5.50%,21.15%,21.43%,-5.56%
2203,Total,2 Bedrooms,563,650,750,114,"1,619",8.33%,30.00%,23.91%,-27.39%
2203,Total,3 Bedrooms,760,820,1000,s,306,10.81%,6.49%,75.00%,-8.70%
2203,House,Total,700,820,994,34,461,32.26%,10.07%,-69.37%,-5.56%
2203,House,2 Bedrooms,665,700,800,s,169,6.87%,14.75%,-16.67%,50.00%
2203,House,3 Bedrooms,800,850,1000,s,155,14.86%,8.97%,62.50%,.00%
2203,Other,Total,243,380,409,s,212,-13.64%,-9.52%,-7.69%,20.00%
2203,Flat/Unit,Total,490,580,700,163,"2,256",.87%,22.11%,24.43%,-24.19%
2203,Flat/Unit,1 Bedroom,410,480,560,61,707,-4.00%,23.08%,29.79%,-1.61%
2203,Flat/Unit,2 Bedrooms,550,640,750,96,"1,354",6.67%,28.00%,37.14%,-30.94%
2204,Total,Total,550,650,858,326,"4,612",4.84%,16.07%,-9.44%,-27.23%
2204,Total,1 Bedroom,430,520,620,97,"1,115",8.33%,15.56%,6.59%,-33.56%
2204,Total,2 Bedrooms,600,687,850,155,"2,301",5.62%,14.42%,55.00%,-30.18%
2204,Total,3 Bedrooms,850,950,1100,49,678,3.83%,15.85%,63.33%,-5.77%
2204,House,Total,750,900,1100,88,"1,122",38.46%,20.00%,-49.71%,-16.98%
2204,House,1 Bedroom,415,490,598,s,77,5.95%,15.29%,-45.45%,20.00%
2204,House,2 Bedrooms,750,850,900,33,394,17.24%,25.93%,57.14%,-15.38%
2204,House,3 Bedrooms,900,980,1103,32,436,7.10%,17.37%,77.78%,-13.51%
2204,Other,Total,490,650,687,s,365,7.44%,94.03%,225.00%,30.00%
2204,Flat/Unit,Total,520,615,700,217,"2,906",6.03%,18.27%,25.43%,-31.97%
2204,Flat/Unit,1 Bedroom,450,540,625,83,967,10.20%,17.39%,20.29%,-36.64%
2204,Flat/Unit,2 Bedrooms,580,650,820,114,"1,690",.00%,17.12%,52.00%,-35.23%
2204,Flat/Unit,3 Bedrooms,700,750,1010,s,129,-14.77%,9.09%,62.50%,62.50%
2205,Total,Total,700,800,860,547,"4,882",6.67%,33.33%,-12.76%,-9.14%
2205,Total,1 Bedroom,630,670,700,167,"1,298",3.08%,28.85%,33.60%,-1.76%
2205,Total,2 Bedrooms,800,850,880,304,"2,677",6.92%,34.92%,18.75%,-5.30%
2205,Total,3 Bedrooms,840,1025,1150,59,650,2.50%,33.99%,3.51%,-29.76%
2205,House,Total,710,800,850,31,482,6.67%,23.08%,-81.33%,-34.04%
2205,House,3 Bedrooms,765,800,875,s,210,6.67%,23.08%,15.38%,-28.57%
2205,Other,Total,725,850,910,s,168,-15.00%,30.77%,-21.05%,7.14%
2205,Flat/Unit,Total,691,800,860,494,"4,146",6.67%,33.89%,12.79%,-7.84%
2205,Flat/Unit,1 Bedroom,630,670,700,161,"1,234",3.08%,28.85%,36.44%,-4.17%
2205,Flat/Unit,2 Bedrooms,800,850,880,287,"2,466",6.25%,34.92%,24.24%,-1.71%
2205,Flat/Unit,3 Bedrooms,1013,1100,1200,39,367,4.76%,37.50%,21.88%,-31.58%
2206,Total,Total,650,740,888,102,"1,375",2.07%,14.73%,-11.30%,27.50%
2206,Total,2 Bedrooms,605,670,720,46,522,-2.90%,28.85%,39.39%,58.62%
2206,Total,3 Bedrooms,750,850,950,37,491,8.97%,18.06%,37.04%,37.04%
2206,Total,4 or more Bedrooms,1013,1250,1463,s,202,25.63%,21.95%,20.00%,.00%
2206,House,Total,700,788,963,56,758,.96%,5.00%,-13.85%,27.27%
2206,House,2 Bedrooms,644,698,713,s,176,11.60%,34.13%,100.00%,60.00%
2206,House,3 Bedrooms,750,838,950,s,376,7.37%,11.67%,33.33%,33.33%
2206,House,4 or more Bedrooms,1125,1300,1475,s,177,30.65%,30.00%,22.22%,.00%
2206,Flat/Unit,Total,550,650,710,37,423,-1.52%,44.44%,-17.78%,42.31%
2206,Flat/Unit,2 Bedrooms,529,650,720,s,272,-7.80%,44.44%,16.67%,115.38%
2207,Total,Total,550,650,835,164,"2,159",9.24%,30.00%,3.80%,-1.20%
2207,Total,1 Bedroom,413,435,500,s,170,4.82%,17.57%,33.33%,6.67%
2207,Total,2 Bedrooms,530,580,650,65,964,5.45%,34.88%,16.07%,-23.53%
2207,Total,3 Bedrooms,700,800,850,61,727,14.29%,14.29%,48.78%,35.56%
2207,Total,4 or more Bedrooms,975,1100,1475,s,219,.00%,15.79%,111.11%,-5.00%
2207,House,Total,750,850,900,65,808,21.43%,21.43%,-14.47%,-4.41%
2207,House,3 Bedrooms,750,800,850,41,438,6.67%,14.29%,64.00%,7.89%
2207,House,4 or more Bedrooms,1000,1350,1500,s,194,22.73%,42.11%,77.78%,-15.79%
2207,Other,Total,560,680,795,s,233,18.26%,21.43%,7.14%,87.50%
2207,Townhouse,Total,695,790,813,s,260,14.91%,51.92%,60.00%,23.08%
2207,Flat/Unit,Total,500,550,600,68,858,10.00%,34.15%,17.24%,-11.69%
2207,Flat/Unit,1 Bedroom,405,440,500,s,147,6.02%,18.92%,50.00%,7.14%
2207,Flat/Unit,2 Bedrooms,530,550,600,47,613,10.00%,30.95%,30.56%,-18.97%
2208,Total,Total,570,750,900,47,909,15.38%,28.76%,-30.88%,-21.67%
2208,Total,2 Bedrooms,500,555,671,s,313,.91%,8.82%,-39.13%,-46.15%
2208,Total,3 Bedrooms,668,768,900,s,331,9.64%,9.64%,20.00%,5.88%
2208,Total,4 or more Bedrooms,806,955,1244,s,174,8.52%,.53%,7.69%,55.56%
2208,House,Total,650,780,925,35,540,11.43%,11.43%,-28.57%,12.90%
2208,House,3 Bedrooms,728,768,875,s,266,9.64%,11.23%,7.69%,.00%
2208,House,4 or more Bedrooms,806,955,1244,s,157,8.52%,-2.05%,7.69%,75.00%
2209,Total,Total,500,695,800,108,"1,416",26.36%,47.87%,-2.70%,.93%
2209,Total,1 Bedroom,281,350,408,s,136,-.71%,12.90%,80.00%,50.00%
2209,Total,2 Bedrooms,479,540,600,s,506,16.13%,20.00%,-11.76%,-38.78%
2209,Total,3 Bedrooms,700,750,800,40,492,3.45%,25.00%,53.85%,25.00%
2209,Total,4 or more Bedrooms,850,950,1100,s,225,5.56%,10.47%,.00%,58.33%
2209,House,Total,708,770,885,56,607,6.94%,21.26%,1.82%,80.65%
2209,House,3 Bedrooms,700,750,798,31,317,4.17%,20.97%,82.35%,106.67%
2209,House,4 or more Bedrooms,850,950,1100,s,179,5.56%,9.20%,18.75%,111.11%
2209,Flat/Unit,Total,385,473,558,46,561,2.72%,9.88%,2.22%,-23.33%
2209,Flat/Unit,1 Bedroom,300,350,410,s,112,4.48%,12.90%,142.86%,112.50%
